record_id,record_description,panel_code,testing,all_dose,all_schedule,date_of_innoculation,date_of_first_treatment,date_of_treatment_completion,date_of_randomization,description,day_0,arm,arm_testing, all_mouse,date_of_bleed,cd45,code,footnote,death_date,n,summary_thydym,summary_toxic,summary_evaluable,all_data_complete,redcap_event_name
1806-ALL-57-1-c-183-5-1,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-1","7/2/2019","6.8","3","found dead - leukaemia related event","7/25/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-5-1,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-1","7/9/2019","3.5","3","found dead - leukaemia related event","7/25/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-5-1,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-1","7/16/2019","4.5","3","found dead - leukaemia related event","7/25/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-5-1,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-1","7/23/2019","21.7","3","found dead - leukaemia related event","7/25/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-5-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-2","7/2/2019","3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-5-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-2","7/9/2019","3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-5-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-2","7/16/2019","8.6","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-5-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-2","7/23/2019","47.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-5-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-3","7/2/2019","2.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-5-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-3","7/9/2019","2.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-5-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-3","7/16/2019","14","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-5-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-3","7/23/2019","56.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-5-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-4","7/2/2019","1.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-5-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-4","7/9/2019","2.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-5-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-4","7/16/2019","2.6","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-5-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-4","7/23/2019","26.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-5-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-5","7/2/2019","1.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-5-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-5","7/9/2019","6.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-5-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-5","7/16/2019","6.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-5-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 5-5","7/23/2019","33.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-8-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-5","7/2/2019","1.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-8-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-5","7/9/2019","2.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-8-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-5","7/16/2019","4.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-8-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-5","7/23/2019","33.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-183-8-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-6","7/2/2019","2.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-190-8-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-6","7/9/2019","3.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-197-8-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-6","7/16/2019","8.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-c-204-8-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Control (A)","Vehicle"," 8-6","7/23/2019","37.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-16-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-2","7/2/2019","4.5","3","moribund - leukaemia related event","7/26/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-16-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-2","7/9/2019","0.6","3","moribund - leukaemia related event","7/26/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-16-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-2","7/16/2019","1.2","3","moribund - leukaemia related event","7/26/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-16-2,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-2","7/23/2019","16.6","3","moribund - leukaemia related event","7/26/2019","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-16-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-3","7/2/2019","2.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-16-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-3","7/9/2019","1.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-16-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-3","7/16/2019","4.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-16-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-3","7/23/2019","54.1","0","","","7","0","0","7","2",all_arm_7
